unit_id,powiat,wojewodztwo,rok,value
011212207000,Powiat limanowski,Nieznane,2014,7.6
011212207000,Powiat limanowski,Nieznane,2015,7.8
011212207000,Powiat limanowski,Nieznane,2016,8.0
011212207000,Powiat limanowski,Nieznane,2017,7.6
011212207000,Powiat limanowski,Nieznane,2018,7.9
011212207000,Powiat limanowski,Nieznane,2019,7.9
011212207000,Powiat limanowski,Nieznane,2020,8.2
011212207000,Powiat limanowski,Nieznane,2021,7.9
011212207000,Powiat limanowski,Nieznane,2022,11.2
011212207000,Powiat limanowski,Nieznane,2023,8.6
011212207000,Powiat limanowski,Nieznane,2024,8.8
011212210000,Powiat nowosądecki,Nieznane,2014,8.6
011212210000,Powiat nowosądecki,Nieznane,2015,7.2
011212210000,Powiat nowosądecki,Nieznane,2016,7.5
011212210000,Powiat nowosądecki,Nieznane,2017,5.9
011212210000,Powiat nowosądecki,Nieznane,2018,6.1
011212210000,Powiat nowosądecki,Nieznane,2019,5.6
011212210000,Powiat nowosądecki,Nieznane,2020,6.4
011212210000,Powiat nowosądecki,Nieznane,2021,5.5
011212210000,Powiat nowosądecki,Nieznane,2022,8.0
011212210000,Powiat nowosądecki,Nieznane,2023,6.1
011212210000,Powiat nowosądecki,Nieznane,2024,6.1
011212262000,Powiat m. Nowy Sącz,Nieznane,2014,6.2
011212262000,Powiat m. Nowy Sącz,Nieznane,2015,5.2
011212262000,Powiat m. Nowy Sącz,Nieznane,2016,4.6
011212262000,Powiat m. Nowy Sącz,Nieznane,2017,4.3
011212262000,Powiat m. Nowy Sącz,Nieznane,2018,3.9
011212262000,Powiat m. Nowy Sącz,Nieznane,2019,4.5
011212262000,Powiat m. Nowy Sącz,Nieznane,2020,4.6
011212262000,Powiat m. Nowy Sącz,Nieznane,2021,5.1
011212262000,Powiat m. Nowy Sącz,Nieznane,2022,6.3
011212262000,Powiat m. Nowy Sącz,Nieznane,2023,4.7
011212262000,Powiat m. Nowy Sącz,Nieznane,2024,5.4
011212303000,Powiat chrzanowski,Nieznane,2014,4.3
011212303000,Powiat chrzanowski,Nieznane,2015,4.0
011212303000,Powiat chrzanowski,Nieznane,2016,3.0
011212303000,Powiat chrzanowski,Nieznane,2017,3.3
011212303000,Powiat chrzanowski,Nieznane,2018,3.7
011212303000,Powiat chrzanowski,Nieznane,2019,3.6
011212303000,Powiat chrzanowski,Nieznane,2020,3.5
011212303000,Powiat chrzanowski,Nieznane,2021,3.1
011212303000,Powiat chrzanowski,Nieznane,2022,4.0
011212303000,Powiat chrzanowski,Nieznane,2023,3.9
011212303000,Powiat chrzanowski,Nieznane,2024,3.3
011212312000,Powiat olkuski,Nieznane,2014,5.5
011212312000,Powiat olkuski,Nieznane,2015,5.2
011212312000,Powiat olkuski,Nieznane,2016,4.4
011212312000,Powiat olkuski,Nieznane,2017,3.3
011212312000,Powiat olkuski,Nieznane,2018,3.4
011212312000,Powiat olkuski,Nieznane,2019,3.3
011212312000,Powiat olkuski,Nieznane,2020,3.8
011212312000,Powiat olkuski,Nieznane,2021,3.0
011212312000,Powiat olkuski,Nieznane,2022,5.1
011212312000,Powiat olkuski,Nieznane,2023,4.2
011212312000,Powiat olkuski,Nieznane,2024,3.7
011212313000,Powiat oświęcimski,Nieznane,2014,5.1
011212313000,Powiat oświęcimski,Nieznane,2015,5.0
011212313000,Powiat oświęcimski,Nieznane,2016,4.3
011212313000,Powiat oświęcimski,Nieznane,2017,3.9
011212313000,Powiat oświęcimski,Nieznane,2018,4.4
011212313000,Powiat oświęcimski,Nieznane,2019,3.5
011212313000,Powiat oświęcimski,Nieznane,2020,3.5
011212313000,Powiat oświęcimski,Nieznane,2021,3.5
011212313000,Powiat oświęcimski,Nieznane,2022,5.2
011212313000,Powiat oświęcimski,Nieznane,2023,4.3
011212313000,Powiat oświęcimski,Nieznane,2024,4.5
011212318000,Powiat wadowicki,Nieznane,2014,6.6
011212318000,Powiat wadowicki,Nieznane,2015,5.7
011212318000,Powiat wadowicki,Nieznane,2016,5.2
011212318000,Powiat wadowicki,Nieznane,2017,4.1
011212318000,Powiat wadowicki,Nieznane,2018,3.8
011212318000,Powiat wadowicki,Nieznane,2019,4.3
011212318000,Powiat wadowicki,Nieznane,2020,4.5
011212318000,Powiat wadowicki,Nieznane,2021,4.0
011212318000,Powiat wadowicki,Nieznane,2022,6.9
011212318000,Powiat wadowicki,Nieznane,2023,5.9
011212318000,Powiat wadowicki,Nieznane,2024,5.3
011212402000,Powiat brzeski,Nieznane,2014,8.6
011212402000,Powiat brzeski,Nieznane,2015,8.2
011212402000,Powiat brzeski,Nieznane,2016,7.1
011212402000,Powiat brzeski,Nieznane,2017,5.3
011212402000,Powiat brzeski,Nieznane,2018,5.1
011212402000,Powiat brzeski,Nieznane,2019,6.4
011212402000,Powiat brzeski,Nieznane,2020,6.9
011212402000,Powiat brzeski,Nieznane,2021,6.6
011212402000,Powiat brzeski,Nieznane,2022,8.0
011212402000,Powiat brzeski,Nieznane,2023,7.8
011212402000,Powiat brzeski,Nieznane,2024,6.9
011212404000,Powiat dąbrowski,Nieznane,2014,7.1
011212404000,Powiat dąbrowski,Nieznane,2015,7.4
011212404000,Powiat dąbrowski,Nieznane,2016,6.5
011212404000,Powiat dąbrowski,Nieznane,2017,5.6
011212404000,Powiat dąbrowski,Nieznane,2018,5.7
011212404000,Powiat dąbrowski,Nieznane,2019,5.7
011212404000,Powiat dąbrowski,Nieznane,2020,6.0
011212404000,Powiat dąbrowski,Nieznane,2021,5.7
011212404000,Powiat dąbrowski,Nieznane,2022,7.3
011212404000,Powiat dąbrowski,Nieznane,2023,7.0
011212404000,Powiat dąbrowski,Nieznane,2024,5.9
011212416000,Powiat tarnowski,Nieznane,2014,8.7
011212416000,Powiat tarnowski,Nieznane,2015,8.0
011212416000,Powiat tarnowski,Nieznane,2016,6.9
011212416000,Powiat tarnowski,Nieznane,2017,5.6
011212416000,Powiat tarnowski,Nieznane,2018,6.6
011212416000,Powiat tarnowski,Nieznane,2019,5.9
011212416000,Powiat tarnowski,Nieznane,2020,6.4
011212416000,Powiat tarnowski,Nieznane,2021,5.5
011212416000,Powiat tarnowski,Nieznane,2022,8.7
011212416000,Powiat tarnowski,Nieznane,2023,7.9
011212416000,Powiat tarnowski,Nieznane,2024,7.0
011212463000,Powiat m. Tarnów,Nieznane,2014,5.0
011212463000,Powiat m. Tarnów,Nieznane,2015,3.9
011212463000,Powiat m. Tarnów,Nieznane,2016,3.1
011212463000,Powiat m. Tarnów,Nieznane,2017,3.7
011212463000,Powiat m. Tarnów,Nieznane,2018,3.4
011212463000,Powiat m. Tarnów,Nieznane,2019,2.3
011212463000,Powiat m. Tarnów,Nieznane,2020,3.0
011212463000,Powiat m. Tarnów,Nieznane,2021,2.8
011212463000,Powiat m. Tarnów,Nieznane,2022,3.6
011212463000,Powiat m. Tarnów,Nieznane,2023,4.0
011212463000,Powiat m. Tarnów,Nieznane,2024,4.3
011216911000,Powiat nowotarski,Nieznane,2014,7.3
011216911000,Powiat nowotarski,Nieznane,2015,7.6
011216911000,Powiat nowotarski,Nieznane,2016,7.0
011216911000,Powiat nowotarski,Nieznane,2017,7.3
011216911000,Powiat nowotarski,Nieznane,2018,6.2
011216911000,Powiat nowotarski,Nieznane,2019,7.1
011216911000,Powiat nowotarski,Nieznane,2020,6.5
011216911000,Powiat nowotarski,Nieznane,2021,5.6
011216911000,Powiat nowotarski,Nieznane,2022,9.3
011216911000,Powiat nowotarski,Nieznane,2023,6.9
011216911000,Powiat nowotarski,Nieznane,2024,7.2
011216915000,Powiat suski,Nieznane,2014,9.4
011216915000,Powiat suski,Nieznane,2015,8.0
011216915000,Powiat suski,Nieznane,2016,8.0
011216915000,Powiat suski,Nieznane,2017,6.6
011216915000,Powiat suski,Nieznane,2018,7.2
011216915000,Powiat suski,Nieznane,2019,7.7
011216915000,Powiat suski,Nieznane,2020,7.4
011216915000,Powiat suski,Nieznane,2021,7.4
011216915000,Powiat suski,Nieznane,2022,8.2
011216915000,Powiat suski,Nieznane,2023,8.6
011216915000,Powiat suski,Nieznane,2024,9.4
011216917000,Powiat tatrzański,Nieznane,2014,4.9
011216917000,Powiat tatrzański,Nieznane,2015,4.4
011216917000,Powiat tatrzański,Nieznane,2016,3.9
011216917000,Powiat tatrzański,Nieznane,2017,3.5
011216917000,Powiat tatrzański,Nieznane,2018,2.6
011216917000,Powiat tatrzański,Nieznane,2019,3.4
011216917000,Powiat tatrzański,Nieznane,2020,5.0
011216917000,Powiat tatrzański,Nieznane,2021,4.0
011216917000,Powiat tatrzański,Nieznane,2022,5.9
011216917000,Powiat tatrzański,Nieznane,2023,4.0
011216917000,Powiat tatrzański,Nieznane,2024,4.1
012414402000,Powiat bielski,Nieznane,2014,4.1
012414402000,Powiat bielski,Nieznane,2015,3.8
012414402000,Powiat bielski,Nieznane,2016,4.0
012414402000,Powiat bielski,Nieznane,2017,3.1
012414402000,Powiat bielski,Nieznane,2018,2.8
012414402000,Powiat bielski,Nieznane,2019,3.5
012414402000,Powiat bielski,Nieznane,2020,4.1
012414402000,Powiat bielski,Nieznane,2021,2.8
012414402000,Powiat bielski,Nieznane,2022,5.2
012414402000,Powiat bielski,Nieznane,2023,4.1
012414402000,Powiat bielski,Nieznane,2024,4.9
012414403000,Powiat cieszyński,Nieznane,2014,5.8
012414403000,Powiat cieszyński,Nieznane,2015,5.2
012414403000,Powiat cieszyński,Nieznane,2016,4.1
012414403000,Powiat cieszyński,Nieznane,2017,4.0
012414403000,Powiat cieszyński,Nieznane,2018,3.8
012414403000,Powiat cieszyński,Nieznane,2019,3.7
012414403000,Powiat cieszyński,Nieznane,2020,3.9
012414403000,Powiat cieszyński,Nieznane,2021,3.2
012414403000,Powiat cieszyński,Nieznane,2022,4.9
012414403000,Powiat cieszyński,Nieznane,2023,4.1
012414403000,Powiat cieszyński,Nieznane,2024,4.6
012414417000,Powiat żywiecki,Nieznane,2014,4.6
012414417000,Powiat żywiecki,Nieznane,2015,4.0
012414417000,Powiat żywiecki,Nieznane,2016,3.7
012414417000,Powiat żywiecki,Nieznane,2017,3.2
012414417000,Powiat żywiecki,Nieznane,2018,4.2
012414417000,Powiat żywiecki,Nieznane,2019,3.9
012414417000,Powiat żywiecki,Nieznane,2020,3.3
012414417000,Powiat żywiecki,Nieznane,2021,3.1
012414417000,Powiat żywiecki,Nieznane,2022,4.8
012414417000,Powiat żywiecki,Nieznane,2023,3.9
012414417000,Powiat żywiecki,Nieznane,2024,4.9
012414461000,Powiat m. Bielsko-Biała,Nieznane,2014,2.9
012414461000,Powiat m. Bielsko-Biała,Nieznane,2015,2.4
012414461000,Powiat m. Bielsko-Biała,Nieznane,2016,2.4
012414461000,Powiat m. Bielsko-Biała,Nieznane,2017,2.6
012414461000,Powiat m. Bielsko-Biała,Nieznane,2018,2.5
012414461000,Powiat m. Bielsko-Biała,Nieznane,2019,2.8
012414461000,Powiat m. Bielsko-Biała,Nieznane,2020,3.2
012414461000,Powiat m. Bielsko-Biała,Nieznane,2021,2.4
012414461000,Powiat m. Bielsko-Biała,Nieznane,2022,3.8
012414461000,Powiat m. Bielsko-Biała,Nieznane,2023,3.4
012414461000,Powiat m. Bielsko-Biała,Nieznane,2024,3.2
012414507000,Powiat lubliniecki,Nieznane,2014,7.2
012414507000,Powiat lubliniecki,Nieznane,2015,6.1
012414507000,Powiat lubliniecki,Nieznane,2016,5.2
012414507000,Powiat lubliniecki,Nieznane,2017,4.5
012414507000,Powiat lubliniecki,Nieznane,2018,4.4
012414507000,Powiat lubliniecki,Nieznane,2019,4.1
012414507000,Powiat lubliniecki,Nieznane,2020,5.2
012414507000,Powiat lubliniecki,Nieznane,2021,4.1
012414507000,Powiat lubliniecki,Nieznane,2022,7.0
012414507000,Powiat lubliniecki,Nieznane,2023,6.5
012414507000,Powiat lubliniecki,Nieznane,2024,6.7
012414513000,Powiat tarnogórski,Nieznane,2014,5.4
012414513000,Powiat tarnogórski,Nieznane,2015,5.2
012414513000,Powiat tarnogórski,Nieznane,2016,4.7
012414513000,Powiat tarnogórski,Nieznane,2017,3.9
012414513000,Powiat tarnogórski,Nieznane,2018,3.5
012414513000,Powiat tarnogórski,Nieznane,2019,4.3
012414513000,Powiat tarnogórski,Nieznane,2020,3.3
012414513000,Powiat tarnogórski,Nieznane,2021,2.2
012414513000,Powiat tarnogórski,Nieznane,2022,4.4
012414513000,Powiat tarnogórski,Nieznane,2023,3.9
012414513000,Powiat tarnogórski,Nieznane,2024,4.3
012414562000,Powiat m. Bytom,Nieznane,2014,2.8
012414562000,Powiat m. Bytom,Nieznane,2015,2.9
012414562000,Powiat m. Bytom,Nieznane,2016,2.1
012414562000,Powiat m. Bytom,Nieznane,2017,2.1
012414562000,Powiat m. Bytom,Nieznane,2018,2.1
012414562000,Powiat m. Bytom,Nieznane,2019,2.4
012414562000,Powiat m. Bytom,Nieznane,2020,2.5
012414562000,Powiat m. Bytom,Nieznane,2021,1.7
012414562000,Powiat m. Bytom,Nieznane,2022,2.4
012414562000,Powiat m. Bytom,Nieznane,2023,2.5
012414562000,Powiat m. Bytom,Nieznane,2024,2.0
012414571000,Powiat m. Piekary Śląskie,Nieznane,2014,5.7
012414571000,Powiat m. Piekary Śląskie,Nieznane,2015,4.2
012414571000,Powiat m. Piekary Śląskie,Nieznane,2016,3.5
012414571000,Powiat m. Piekary Śląskie,Nieznane,2017,2.5
012414571000,Powiat m. Piekary Śląskie,Nieznane,2018,2.1
012414571000,Powiat m. Piekary Śląskie,Nieznane,2019,2.4
012414571000,Powiat m. Piekary Śląskie,Nieznane,2020,2.8
012414571000,Powiat m. Piekary Śląskie,Nieznane,2021,2.2
012414571000,Powiat m. Piekary Śląskie,Nieznane,2022,4.0
012414571000,Powiat m. Piekary Śląskie,Nieznane,2023,3.6
012414571000,Powiat m. Piekary Śląskie,Nieznane,2024,3.9
012414604000,Powiat częstochowski,Nieznane,2014,4.4
012414604000,Powiat częstochowski,Nieznane,2015,4.4
012414604000,Powiat częstochowski,Nieznane,2016,3.9
012414604000,Powiat częstochowski,Nieznane,2017,3.9
012414604000,Powiat częstochowski,Nieznane,2018,4.2
012414604000,Powiat częstochowski,Nieznane,2019,4.0
012414604000,Powiat częstochowski,Nieznane,2020,3.4
012414604000,Powiat częstochowski,Nieznane,2021,2.7
012414604000,Powiat częstochowski,Nieznane,2022,4.7
012414604000,Powiat częstochowski,Nieznane,2023,4.6
012414604000,Powiat częstochowski,Nieznane,2024,5.1
012414606000,Powiat kłobucki,Nieznane,2014,7.0
012414606000,Powiat kłobucki,Nieznane,2015,7.2
012414606000,Powiat kłobucki,Nieznane,2016,7.5
012414606000,Powiat kłobucki,Nieznane,2017,5.5
012414606000,Powiat kłobucki,Nieznane,2018,5.5
012414606000,Powiat kłobucki,Nieznane,2019,5.3
012414606000,Powiat kłobucki,Nieznane,2020,4.6
012414606000,Powiat kłobucki,Nieznane,2021,4.4
012414606000,Powiat kłobucki,Nieznane,2022,7.0
012414606000,Powiat kłobucki,Nieznane,2023,4.5
012414606000,Powiat kłobucki,Nieznane,2024,5.0
012414609000,Powiat myszkowski,Nieznane,2014,4.4
012414609000,Powiat myszkowski,Nieznane,2015,5.3
012414609000,Powiat myszkowski,Nieznane,2016,4.4
012414609000,Powiat myszkowski,Nieznane,2017,4.4
012414609000,Powiat myszkowski,Nieznane,2018,4.2
012414609000,Powiat myszkowski,Nieznane,2019,6.1
012414609000,Powiat myszkowski,Nieznane,2020,3.4
012414609000,Powiat myszkowski,Nieznane,2021,4.0
012414609000,Powiat myszkowski,Nieznane,2022,4.6
012414609000,Powiat myszkowski,Nieznane,2023,4.1
012414609000,Powiat myszkowski,Nieznane,2024,4.1
012414664000,Powiat m. Częstochowa,Nieznane,2014,3.1
012414664000,Powiat m. Częstochowa,Nieznane,2015,3.1
012414664000,Powiat m. Częstochowa,Nieznane,2016,2.8
012414664000,Powiat m. Częstochowa,Nieznane,2017,2.7
012414664000,Powiat m. Częstochowa,Nieznane,2018,3.0
012414664000,Powiat m. Częstochowa,Nieznane,2019,3.0
012414664000,Powiat m. Częstochowa,Nieznane,2020,2.1
012414664000,Powiat m. Częstochowa,Nieznane,2021,2.2
012414664000,Powiat m. Częstochowa,Nieznane,2022,2.9
012414664000,Powiat m. Częstochowa,Nieznane,2023,2.9
012414664000,Powiat m. Częstochowa,Nieznane,2024,3.6
012414705000,Powiat gliwicki,Nieznane,2014,1.7
012414705000,Powiat gliwicki,Nieznane,2015,1.3
012414705000,Powiat gliwicki,Nieznane,2016,0.8
012414705000,Powiat gliwicki,Nieznane,2017,1.3
012414705000,Powiat gliwicki,Nieznane,2018,2.0
012414705000,Powiat gliwicki,Nieznane,2019,2.1
012414705000,Powiat gliwicki,Nieznane,2020,3.2
012414705000,Powiat gliwicki,Nieznane,2021,0.7
012414705000,Powiat gliwicki,Nieznane,2022,0.8
012414705000,Powiat gliwicki,Nieznane,2023,3.3
012414705000,Powiat gliwicki,Nieznane,2024,4.6
012414766000,Powiat m. Gliwice,Nieznane,2014,1.8
012414766000,Powiat m. Gliwice,Nieznane,2015,1.5
012414766000,Powiat m. Gliwice,Nieznane,2016,1.0
012414766000,Powiat m. Gliwice,Nieznane,2017,1.4
012414766000,Powiat m. Gliwice,Nieznane,2018,1.2
012414766000,Powiat m. Gliwice,Nieznane,2019,1.6
012414766000,Powiat m. Gliwice,Nieznane,2020,1.2
012414766000,Powiat m. Gliwice,Nieznane,2021,0.7
012414766000,Powiat m. Gliwice,Nieznane,2022,0.6
012414766000,Powiat m. Gliwice,Nieznane,2023,1.4
012414766000,Powiat m. Gliwice,Nieznane,2024,3.2
012414778000,Powiat m. Zabrze,Nieznane,2014,3.8
012414778000,Powiat m. Zabrze,Nieznane,2015,3.8
012414778000,Powiat m. Zabrze,Nieznane,2016,2.9
012414778000,Powiat m. Zabrze,Nieznane,2017,2.4
012414778000,Powiat m. Zabrze,Nieznane,2018,2.1
012414778000,Powiat m. Zabrze,Nieznane,2019,3.2
012414778000,Powiat m. Zabrze,Nieznane,2020,1.8
012414778000,Powiat m. Zabrze,Nieznane,2021,1.6
012414778000,Powiat m. Zabrze,Nieznane,2022,2.7
012414778000,Powiat m. Zabrze,Nieznane,2023,2.3
012414778000,Powiat m. Zabrze,Nieznane,2024,3.3
012414863000,Powiat m. Chorzów,Nieznane,2014,2.1
012414863000,Powiat m. Chorzów,Nieznane,2015,1.8
012414863000,Powiat m. Chorzów,Nieznane,2016,1.5
012414863000,Powiat m. Chorzów,Nieznane,2017,2.0
012414863000,Powiat m. Chorzów,Nieznane,2018,1.2
012414863000,Powiat m. Chorzów,Nieznane,2019,0.6
012414863000,Powiat m. Chorzów,Nieznane,2020,2.6
012414863000,Powiat m. Chorzów,Nieznane,2021,1.3
012414863000,Powiat m. Chorzów,Nieznane,2022,2.1
012414863000,Powiat m. Chorzów,Nieznane,2023,2.0
012414863000,Powiat m. Chorzów,Nieznane,2024,1.6
012414869000,Powiat m. Katowice,Nieznane,2014,2.1
012414869000,Powiat m. Katowice,Nieznane,2015,2.4
012414869000,Powiat m. Katowice,Nieznane,2016,2.7
012414869000,Powiat m. Katowice,Nieznane,2017,2.4
012414869000,Powiat m. Katowice,Nieznane,2018,2.5
012414869000,Powiat m. Katowice,Nieznane,2019,2.9
012414869000,Powiat m. Katowice,Nieznane,2020,1.9
012414869000,Powiat m. Katowice,Nieznane,2021,1.9
012414869000,Powiat m. Katowice,Nieznane,2022,2.2
012414869000,Powiat m. Katowice,Nieznane,2023,3.2
012414869000,Powiat m. Katowice,Nieznane,2024,4.0
012414870000,Powiat m. Mysłowice,Nieznane,2014,3.3
012414870000,Powiat m. Mysłowice,Nieznane,2015,3.9
012414870000,Powiat m. Mysłowice,Nieznane,2016,2.5
012414870000,Powiat m. Mysłowice,Nieznane,2017,2.7
012414870000,Powiat m. Mysłowice,Nieznane,2018,2.1
012414870000,Powiat m. Mysłowice,Nieznane,2019,2.1
012414870000,Powiat m. Mysłowice,Nieznane,2020,2.5
012414870000,Powiat m. Mysłowice,Nieznane,2021,1.9
012414870000,Powiat m. Mysłowice,Nieznane,2022,4.0
012414870000,Powiat m. Mysłowice,Nieznane,2023,2.8
012414870000,Powiat m. Mysłowice,Nieznane,2024,2.6
012414872000,Powiat m. Ruda Śląska,Nieznane,2014,3.2
012414872000,Powiat m. Ruda Śląska,Nieznane,2015,4.5
012414872000,Powiat m. Ruda Śląska,Nieznane,2016,3.9
012414872000,Powiat m. Ruda Śląska,Nieznane,2017,3.4
012414872000,Powiat m. Ruda Śląska,Nieznane,2018,4.2
012414872000,Powiat m. Ruda Śląska,Nieznane,2019,3.0
012414872000,Powiat m. Ruda Śląska,Nieznane,2020,3.2
012414872000,Powiat m. Ruda Śląska,Nieznane,2021,3.8
012414872000,Powiat m. Ruda Śląska,Nieznane,2022,5.7
012414872000,Powiat m. Ruda Śląska,Nieznane,2023,4.1
012414872000,Powiat m. Ruda Śląska,Nieznane,2024,4.6
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2014,4.2
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2015,2.8
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2016,2.7
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2017,2.3
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2018,2.6
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2019,2.6
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2020,2.6
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2021,2.2
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2022,3.4
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2023,2.4
012414874000,Powiat m. Siemianowice Śląskie,Nieznane,2024,3.1
012414876000,Powiat m. Świętochłowice,Nieznane,2014,3.1
012414876000,Powiat m. Świętochłowice,Nieznane,2015,3.6
012414876000,Powiat m. Świętochłowice,Nieznane,2016,2.5
012414876000,Powiat m. Świętochłowice,Nieznane,2017,1.8
012414876000,Powiat m. Świętochłowice,Nieznane,2018,2.2
012414876000,Powiat m. Świętochłowice,Nieznane,2019,2.6
012414876000,Powiat m. Świętochłowice,Nieznane,2020,1.8
012414876000,Powiat m. Świętochłowice,Nieznane,2021,2.4
012414876000,Powiat m. Świętochłowice,Nieznane,2022,2.6
012414876000,Powiat m. Świętochłowice,Nieznane,2023,2.6
012414876000,Powiat m. Świętochłowice,Nieznane,2024,5.0
012414911000,Powiat raciborski,Nieznane,2014,7.3
012414911000,Powiat raciborski,Nieznane,2015,6.0
012414911000,Powiat raciborski,Nieznane,2016,5.1
012414911000,Powiat raciborski,Nieznane,2017,4.1
012414911000,Powiat raciborski,Nieznane,2018,5.6
012414911000,Powiat raciborski,Nieznane,2019,4.1
012414911000,Powiat raciborski,Nieznane,2020,4.5
012414911000,Powiat raciborski,Nieznane,2021,3.9
