unit_id,powiat,wojewodztwo,rok,value
011212210000,Powiat nowosądecki,Nieznane,2016,8.25
011212210000,Powiat nowosądecki,Nieznane,2017,23.29
011212210000,Powiat nowosądecki,Nieznane,2018,14.84
011212210000,Powiat nowosądecki,Nieznane,2019,25.64
011212210000,Powiat nowosądecki,Nieznane,2020,55.77
011212210000,Powiat nowosądecki,Nieznane,2021,14.87
011212210000,Powiat nowosądecki,Nieznane,2022,10.89
011212210000,Powiat nowosądecki,Nieznane,2023,22.5
011212210000,Powiat nowosądecki,Nieznane,2024,101.11
011212262000,Powiat m. Nowy Sącz,Nieznane,2014,50.08
011212262000,Powiat m. Nowy Sącz,Nieznane,2015,54.18
011212262000,Powiat m. Nowy Sącz,Nieznane,2016,61.48
011212262000,Powiat m. Nowy Sącz,Nieznane,2017,36.98
011212262000,Powiat m. Nowy Sącz,Nieznane,2018,43.01
011212262000,Powiat m. Nowy Sącz,Nieznane,2019,73.54
011212262000,Powiat m. Nowy Sącz,Nieznane,2020,30.56
011212262000,Powiat m. Nowy Sącz,Nieznane,2021,90.96
011212262000,Powiat m. Nowy Sącz,Nieznane,2022,67.77
011212262000,Powiat m. Nowy Sącz,Nieznane,2023,27.6
011212262000,Powiat m. Nowy Sącz,Nieznane,2024,24.63
011212303000,Powiat chrzanowski,Nieznane,2014,27.49
011212303000,Powiat chrzanowski,Nieznane,2015,24.02
011212303000,Powiat chrzanowski,Nieznane,2016,30.7
011212303000,Powiat chrzanowski,Nieznane,2017,27.27
011212303000,Powiat chrzanowski,Nieznane,2018,36.57
011212303000,Powiat chrzanowski,Nieznane,2019,25.02
011212303000,Powiat chrzanowski,Nieznane,2020,18.51
011212303000,Powiat chrzanowski,Nieznane,2021,22.54
011212303000,Powiat chrzanowski,Nieznane,2022,26.29
011212303000,Powiat chrzanowski,Nieznane,2023,53.94
011212303000,Powiat chrzanowski,Nieznane,2024,22.61
011212312000,Powiat olkuski,Nieznane,2014,21.28
011212312000,Powiat olkuski,Nieznane,2015,17.97
011212312000,Powiat olkuski,Nieznane,2016,15.33
011212312000,Powiat olkuski,Nieznane,2017,18.04
011212312000,Powiat olkuski,Nieznane,2018,15.5
011212312000,Powiat olkuski,Nieznane,2019,19.47
011212312000,Powiat olkuski,Nieznane,2020,16.39
011212312000,Powiat olkuski,Nieznane,2021,17.69
011212312000,Powiat olkuski,Nieznane,2022,17.32
011212312000,Powiat olkuski,Nieznane,2023,14.37
011212312000,Powiat olkuski,Nieznane,2024,19.82
011212313000,Powiat oświęcimski,Nieznane,2014,23.42
011212313000,Powiat oświęcimski,Nieznane,2015,22.16
011212313000,Powiat oświęcimski,Nieznane,2016,19.68
011212313000,Powiat oświęcimski,Nieznane,2017,24.73
011212313000,Powiat oświęcimski,Nieznane,2018,20.1
011212313000,Powiat oświęcimski,Nieznane,2019,23.32
011212313000,Powiat oświęcimski,Nieznane,2020,18.49
011212313000,Powiat oświęcimski,Nieznane,2021,18.04
011212313000,Powiat oświęcimski,Nieznane,2022,23.81
011212313000,Powiat oświęcimski,Nieznane,2023,18.02
011212313000,Powiat oświęcimski,Nieznane,2024,23.3
011212318000,Powiat wadowicki,Nieznane,2014,14.81
011212318000,Powiat wadowicki,Nieznane,2015,13.08
011212318000,Powiat wadowicki,Nieznane,2016,10.9
011212318000,Powiat wadowicki,Nieznane,2017,14.42
011212318000,Powiat wadowicki,Nieznane,2018,14.69
011212318000,Powiat wadowicki,Nieznane,2019,11.31
011212318000,Powiat wadowicki,Nieznane,2020,11.22
011212318000,Powiat wadowicki,Nieznane,2021,12.66
011212318000,Powiat wadowicki,Nieznane,2022,15.57
011212318000,Powiat wadowicki,Nieznane,2023,21.11
011212318000,Powiat wadowicki,Nieznane,2024,13.9
011212402000,Powiat brzeski,Nieznane,2014,27.8
011212402000,Powiat brzeski,Nieznane,2015,23.95
011212402000,Powiat brzeski,Nieznane,2016,20.62
011212402000,Powiat brzeski,Nieznane,2017,26.96
011212402000,Powiat brzeski,Nieznane,2018,33.75
011212402000,Powiat brzeski,Nieznane,2019,18.89
011212402000,Powiat brzeski,Nieznane,2020,26.3
011212402000,Powiat brzeski,Nieznane,2021,26.79
011212402000,Powiat brzeski,Nieznane,2022,32.5
011212402000,Powiat brzeski,Nieznane,2023,25.81
011212402000,Powiat brzeski,Nieznane,2024,37.87
011212404000,Powiat dąbrowski,Nieznane,2014,21.89
011212404000,Powiat dąbrowski,Nieznane,2015,25.79
011212404000,Powiat dąbrowski,Nieznane,2016,15.44
011212404000,Powiat dąbrowski,Nieznane,2017,21.62
011212404000,Powiat dąbrowski,Nieznane,2018,13.07
011212404000,Powiat dąbrowski,Nieznane,2019,18.62
011212404000,Powiat dąbrowski,Nieznane,2020,13.55
011212404000,Powiat dąbrowski,Nieznane,2021,13.79
011212404000,Powiat dąbrowski,Nieznane,2022,28.12
011212404000,Powiat dąbrowski,Nieznane,2023,18.0
011212404000,Powiat dąbrowski,Nieznane,2024,15.05
011212416000,Powiat tarnowski,Nieznane,2014,10.18
011212416000,Powiat tarnowski,Nieznane,2015,10.16
011212416000,Powiat tarnowski,Nieznane,2016,10.39
011212416000,Powiat tarnowski,Nieznane,2017,12.93
011212416000,Powiat tarnowski,Nieznane,2018,13.17
011212416000,Powiat tarnowski,Nieznane,2019,28.65
011212416000,Powiat tarnowski,Nieznane,2020,14.39
011212416000,Powiat tarnowski,Nieznane,2021,16.04
011212416000,Powiat tarnowski,Nieznane,2022,26.75
011212416000,Powiat tarnowski,Nieznane,2023,8.98
011212416000,Powiat tarnowski,Nieznane,2024,16.79
011212463000,Powiat m. Tarnów,Nieznane,2014,33.77
011212463000,Powiat m. Tarnów,Nieznane,2015,27.7
011212463000,Powiat m. Tarnów,Nieznane,2016,74.22
011212463000,Powiat m. Tarnów,Nieznane,2017,82.71
011212463000,Powiat m. Tarnów,Nieznane,2018,71.78
011212463000,Powiat m. Tarnów,Nieznane,2019,33.18
011212463000,Powiat m. Tarnów,Nieznane,2020,23.51
011212463000,Powiat m. Tarnów,Nieznane,2021,32.8
011212463000,Powiat m. Tarnów,Nieznane,2022,27.64
011212463000,Powiat m. Tarnów,Nieznane,2023,43.58
011212463000,Powiat m. Tarnów,Nieznane,2024,27.6
011216911000,Powiat nowotarski,Nieznane,2014,13.73
011216911000,Powiat nowotarski,Nieznane,2015,11.63
011216911000,Powiat nowotarski,Nieznane,2016,10.94
011216911000,Powiat nowotarski,Nieznane,2017,12.16
011216911000,Powiat nowotarski,Nieznane,2018,11.23
011216911000,Powiat nowotarski,Nieznane,2019,11.6
011216911000,Powiat nowotarski,Nieznane,2020,11.5
011216911000,Powiat nowotarski,Nieznane,2021,12.47
011216911000,Powiat nowotarski,Nieznane,2022,20.25
011216911000,Powiat nowotarski,Nieznane,2023,11.94
011216911000,Powiat nowotarski,Nieznane,2024,15.31
011216915000,Powiat suski,Nieznane,2014,11.81
011216915000,Powiat suski,Nieznane,2015,14.13
011216915000,Powiat suski,Nieznane,2016,26.04
011216915000,Powiat suski,Nieznane,2017,10.81
011216915000,Powiat suski,Nieznane,2018,9.77
011216915000,Powiat suski,Nieznane,2019,11.7
011216915000,Powiat suski,Nieznane,2020,11.41
011216915000,Powiat suski,Nieznane,2021,14.05
011216915000,Powiat suski,Nieznane,2022,14.01
011216915000,Powiat suski,Nieznane,2023,10.52
011216915000,Powiat suski,Nieznane,2024,15.36
011216917000,Powiat tatrzański,Nieznane,2014,29.22
011216917000,Powiat tatrzański,Nieznane,2015,26.0
011216917000,Powiat tatrzański,Nieznane,2016,31.93
011216917000,Powiat tatrzański,Nieznane,2017,22.14
011216917000,Powiat tatrzański,Nieznane,2018,50.01
011216917000,Powiat tatrzański,Nieznane,2019,24.08
011216917000,Powiat tatrzański,Nieznane,2020,23.58
011216917000,Powiat tatrzański,Nieznane,2021,26.7
011216917000,Powiat tatrzański,Nieznane,2022,29.59
011216917000,Powiat tatrzański,Nieznane,2023,22.97
011216917000,Powiat tatrzański,Nieznane,2024,21.47
012414402000,Powiat bielski,Malopolskie,2014,17.19
012414402000,Powiat bielski,Malopolskie,2015,14.8
012414402000,Powiat bielski,Malopolskie,2016,12.55
012414402000,Powiat bielski,Malopolskie,2017,10.42
012414402000,Powiat bielski,Malopolskie,2018,10.75
012414402000,Powiat bielski,Malopolskie,2019,11.85
012414402000,Powiat bielski,Malopolskie,2020,16.61
012414402000,Powiat bielski,Malopolskie,2021,14.21
012414402000,Powiat bielski,Malopolskie,2022,26.7
012414402000,Powiat bielski,Malopolskie,2023,12.29
012414402000,Powiat bielski,Malopolskie,2024,11.07
012414403000,Powiat cieszyński,Malopolskie,2014,24.18
012414403000,Powiat cieszyński,Malopolskie,2015,31.1
012414403000,Powiat cieszyński,Malopolskie,2016,19.08
012414403000,Powiat cieszyński,Malopolskie,2017,20.7
012414403000,Powiat cieszyński,Malopolskie,2018,15.98
012414403000,Powiat cieszyński,Malopolskie,2019,19.86
012414403000,Powiat cieszyński,Malopolskie,2020,16.99
012414403000,Powiat cieszyński,Malopolskie,2021,20.96
012414403000,Powiat cieszyński,Malopolskie,2022,22.58
012414403000,Powiat cieszyński,Malopolskie,2023,20.43
012414403000,Powiat cieszyński,Malopolskie,2024,17.37
012414417000,Powiat żywiecki,Malopolskie,2014,18.63
012414417000,Powiat żywiecki,Malopolskie,2015,18.1
012414417000,Powiat żywiecki,Malopolskie,2016,16.58
012414417000,Powiat żywiecki,Malopolskie,2017,12.76
012414417000,Powiat żywiecki,Malopolskie,2018,24.2
012414417000,Powiat żywiecki,Malopolskie,2019,17.77
012414417000,Powiat żywiecki,Malopolskie,2020,12.31
012414417000,Powiat żywiecki,Malopolskie,2021,20.05
012414417000,Powiat żywiecki,Malopolskie,2022,20.9
012414417000,Powiat żywiecki,Malopolskie,2023,15.9
012414417000,Powiat żywiecki,Malopolskie,2024,22.01
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2014,32.5
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2015,28.13
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2016,38.0
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2017,23.91
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2018,25.83
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2019,31.11
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2020,27.04
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2021,31.29
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2022,31.2
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2023,24.56
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2024,24.31
012414507000,Powiat lubliniecki,Malopolskie,2014,18.58
012414507000,Powiat lubliniecki,Malopolskie,2015,18.85
012414507000,Powiat lubliniecki,Malopolskie,2016,18.08
012414507000,Powiat lubliniecki,Malopolskie,2017,22.46
012414507000,Powiat lubliniecki,Malopolskie,2018,12.8
012414507000,Powiat lubliniecki,Malopolskie,2019,22.3
012414507000,Powiat lubliniecki,Malopolskie,2020,14.39
012414507000,Powiat lubliniecki,Malopolskie,2021,15.44
012414507000,Powiat lubliniecki,Malopolskie,2022,25.66
012414507000,Powiat lubliniecki,Malopolskie,2023,17.25
012414507000,Powiat lubliniecki,Malopolskie,2024,12.47
012414513000,Powiat tarnogórski,Malopolskie,2014,23.07
012414513000,Powiat tarnogórski,Malopolskie,2015,23.06
012414513000,Powiat tarnogórski,Malopolskie,2016,18.22
012414513000,Powiat tarnogórski,Malopolskie,2017,31.24
012414513000,Powiat tarnogórski,Malopolskie,2018,16.36
012414513000,Powiat tarnogórski,Malopolskie,2019,18.8
012414513000,Powiat tarnogórski,Malopolskie,2020,16.29
012414513000,Powiat tarnogórski,Malopolskie,2021,19.72
012414513000,Powiat tarnogórski,Malopolskie,2022,24.33
012414513000,Powiat tarnogórski,Malopolskie,2023,16.25
012414513000,Powiat tarnogórski,Malopolskie,2024,18.89
012414562000,Powiat m. Bytom,Malopolskie,2014,37.05
012414562000,Powiat m. Bytom,Malopolskie,2015,33.37
012414562000,Powiat m. Bytom,Malopolskie,2016,22.43
012414562000,Powiat m. Bytom,Malopolskie,2017,24.8
012414562000,Powiat m. Bytom,Malopolskie,2018,31.02
012414562000,Powiat m. Bytom,Malopolskie,2019,28.67
012414562000,Powiat m. Bytom,Malopolskie,2020,29.14
012414562000,Powiat m. Bytom,Malopolskie,2021,26.6
012414562000,Powiat m. Bytom,Malopolskie,2022,28.2
012414562000,Powiat m. Bytom,Malopolskie,2023,26.05
012414562000,Powiat m. Bytom,Malopolskie,2024,23.73
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2014,36.79
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2015,31.93
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2016,36.65
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2017,24.06
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2018,64.53
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2019,27.08
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2020,155.61
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2021,21.34
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2022,25.44
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2023,20.18
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2024,20.27
012414604000,Powiat częstochowski,Malopolskie,2014,13.06
012414604000,Powiat częstochowski,Malopolskie,2015,10.66
012414604000,Powiat częstochowski,Malopolskie,2016,9.76
012414604000,Powiat częstochowski,Malopolskie,2017,10.95
012414604000,Powiat częstochowski,Malopolskie,2018,11.59
012414604000,Powiat częstochowski,Malopolskie,2019,10.87
012414604000,Powiat częstochowski,Malopolskie,2020,10.16
012414604000,Powiat częstochowski,Malopolskie,2021,11.16
012414604000,Powiat częstochowski,Malopolskie,2022,11.1
012414604000,Powiat częstochowski,Malopolskie,2023,9.75
012414604000,Powiat częstochowski,Malopolskie,2024,12.36
012414606000,Powiat kłobucki,Malopolskie,2014,12.34
012414606000,Powiat kłobucki,Malopolskie,2015,12.11
012414606000,Powiat kłobucki,Malopolskie,2016,13.39
012414606000,Powiat kłobucki,Malopolskie,2017,11.49
012414606000,Powiat kłobucki,Malopolskie,2018,10.61
012414606000,Powiat kłobucki,Malopolskie,2019,10.16
012414606000,Powiat kłobucki,Malopolskie,2020,9.63
012414606000,Powiat kłobucki,Malopolskie,2021,11.76
012414606000,Powiat kłobucki,Malopolskie,2022,9.95
012414606000,Powiat kłobucki,Malopolskie,2023,12.93
012414606000,Powiat kłobucki,Malopolskie,2024,10.49
012414609000,Powiat myszkowski,Malopolskie,2014,17.66
012414609000,Powiat myszkowski,Malopolskie,2015,16.42
012414609000,Powiat myszkowski,Malopolskie,2016,16.94
012414609000,Powiat myszkowski,Malopolskie,2017,15.22
012414609000,Powiat myszkowski,Malopolskie,2018,25.27
012414609000,Powiat myszkowski,Malopolskie,2019,21.86
012414609000,Powiat myszkowski,Malopolskie,2020,20.2
012414609000,Powiat myszkowski,Malopolskie,2021,17.11
012414609000,Powiat myszkowski,Malopolskie,2022,27.94
012414609000,Powiat myszkowski,Malopolskie,2023,24.27
012414609000,Powiat myszkowski,Malopolskie,2024,31.45
012414664000,Powiat m. Częstochowa,Malopolskie,2014,24.71
012414664000,Powiat m. Częstochowa,Malopolskie,2015,21.99
012414664000,Powiat m. Częstochowa,Malopolskie,2016,22.74
012414664000,Powiat m. Częstochowa,Malopolskie,2017,24.19
012414664000,Powiat m. Częstochowa,Malopolskie,2018,23.98
012414664000,Powiat m. Częstochowa,Malopolskie,2019,25.03
012414664000,Powiat m. Częstochowa,Malopolskie,2020,24.32
012414664000,Powiat m. Częstochowa,Malopolskie,2021,26.43
012414664000,Powiat m. Częstochowa,Malopolskie,2022,24.68
012414664000,Powiat m. Częstochowa,Malopolskie,2023,21.58
012414664000,Powiat m. Częstochowa,Malopolskie,2024,21.93
012414705000,Powiat gliwicki,Malopolskie,2014,21.44
012414705000,Powiat gliwicki,Malopolskie,2015,20.05
012414705000,Powiat gliwicki,Malopolskie,2016,26.28
012414705000,Powiat gliwicki,Malopolskie,2017,19.4
012414705000,Powiat gliwicki,Malopolskie,2018,16.12
012414705000,Powiat gliwicki,Malopolskie,2019,16.34
012414705000,Powiat gliwicki,Malopolskie,2020,17.89
012414705000,Powiat gliwicki,Malopolskie,2021,14.5
012414705000,Powiat gliwicki,Malopolskie,2022,16.97
012414705000,Powiat gliwicki,Malopolskie,2023,14.82
012414705000,Powiat gliwicki,Malopolskie,2024,17.97
012414766000,Powiat m. Gliwice,Malopolskie,2014,36.15
012414766000,Powiat m. Gliwice,Malopolskie,2015,40.94
012414766000,Powiat m. Gliwice,Malopolskie,2016,25.73
012414766000,Powiat m. Gliwice,Malopolskie,2017,29.66
012414766000,Powiat m. Gliwice,Malopolskie,2018,29.31
012414766000,Powiat m. Gliwice,Malopolskie,2019,29.83
012414766000,Powiat m. Gliwice,Malopolskie,2020,30.32
012414766000,Powiat m. Gliwice,Malopolskie,2021,30.11
012414766000,Powiat m. Gliwice,Malopolskie,2022,30.52
012414766000,Powiat m. Gliwice,Malopolskie,2023,27.84
012414766000,Powiat m. Gliwice,Malopolskie,2024,30.73
012414778000,Powiat m. Zabrze,Malopolskie,2014,28.41
012414778000,Powiat m. Zabrze,Malopolskie,2015,23.93
012414778000,Powiat m. Zabrze,Malopolskie,2016,24.1
012414778000,Powiat m. Zabrze,Malopolskie,2017,25.79
012414778000,Powiat m. Zabrze,Malopolskie,2018,31.85
012414778000,Powiat m. Zabrze,Malopolskie,2019,28.7
012414778000,Powiat m. Zabrze,Malopolskie,2020,24.69
012414778000,Powiat m. Zabrze,Malopolskie,2021,26.47
012414778000,Powiat m. Zabrze,Malopolskie,2022,37.09
012414778000,Powiat m. Zabrze,Malopolskie,2023,23.16
012414778000,Powiat m. Zabrze,Malopolskie,2024,22.11
012414863000,Powiat m. Chorzów,Malopolskie,2014,42.54
012414863000,Powiat m. Chorzów,Malopolskie,2015,53.17
012414863000,Powiat m. Chorzów,Malopolskie,2016,28.15
012414863000,Powiat m. Chorzów,Malopolskie,2017,25.29
012414863000,Powiat m. Chorzów,Malopolskie,2018,27.4
012414863000,Powiat m. Chorzów,Malopolskie,2019,22.99
012414863000,Powiat m. Chorzów,Malopolskie,2020,25.29
012414863000,Powiat m. Chorzów,Malopolskie,2021,28.96
012414863000,Powiat m. Chorzów,Malopolskie,2022,30.93
012414863000,Powiat m. Chorzów,Malopolskie,2023,30.2
012414863000,Powiat m. Chorzów,Malopolskie,2024,35.27
012414869000,Powiat m. Katowice,Malopolskie,2014,57.85
012414869000,Powiat m. Katowice,Malopolskie,2015,43.55
012414869000,Powiat m. Katowice,Malopolskie,2016,36.94
012414869000,Powiat m. Katowice,Malopolskie,2017,40.18
012414869000,Powiat m. Katowice,Malopolskie,2018,35.06
012414869000,Powiat m. Katowice,Malopolskie,2019,34.71
012414869000,Powiat m. Katowice,Malopolskie,2020,34.27
012414869000,Powiat m. Katowice,Malopolskie,2021,69.86
012414869000,Powiat m. Katowice,Malopolskie,2022,69.0
012414869000,Powiat m. Katowice,Malopolskie,2023,42.2
012414869000,Powiat m. Katowice,Malopolskie,2024,41.41
012414870000,Powiat m. Mysłowice,Malopolskie,2014,33.73
012414870000,Powiat m. Mysłowice,Malopolskie,2015,32.01
012414870000,Powiat m. Mysłowice,Malopolskie,2016,26.18
012414870000,Powiat m. Mysłowice,Malopolskie,2017,21.86
012414870000,Powiat m. Mysłowice,Malopolskie,2018,25.74
012414870000,Powiat m. Mysłowice,Malopolskie,2019,20.63
012414870000,Powiat m. Mysłowice,Malopolskie,2020,23.93
012414870000,Powiat m. Mysłowice,Malopolskie,2021,25.45
012414870000,Powiat m. Mysłowice,Malopolskie,2022,359.31
012414870000,Powiat m. Mysłowice,Malopolskie,2023,20.67
012414870000,Powiat m. Mysłowice,Malopolskie,2024,20.94
012414872000,Powiat m. Ruda Śląska,Malopolskie,2014,28.42
012414872000,Powiat m. Ruda Śląska,Malopolskie,2015,25.0
012414872000,Powiat m. Ruda Śląska,Malopolskie,2016,20.52
012414872000,Powiat m. Ruda Śląska,Malopolskie,2017,24.1
012414872000,Powiat m. Ruda Śląska,Malopolskie,2018,25.71
012414872000,Powiat m. Ruda Śląska,Malopolskie,2019,20.96
012414872000,Powiat m. Ruda Śląska,Malopolskie,2020,93.63
012414872000,Powiat m. Ruda Śląska,Malopolskie,2021,34.85
012414872000,Powiat m. Ruda Śląska,Malopolskie,2022,25.1
012414872000,Powiat m. Ruda Śląska,Malopolskie,2023,23.68
012414872000,Powiat m. Ruda Śląska,Malopolskie,2024,21.54
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2014,33.46
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2015,30.02
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2016,24.86
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2017,45.36
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2018,22.63
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2019,20.38
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2020,28.2
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2021,34.0
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2022,38.03
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2023,17.14
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2024,58.18
012414876000,Powiat m. Świętochłowice,Malopolskie,2014,30.86
012414876000,Powiat m. Świętochłowice,Malopolskie,2015,29.98
012414876000,Powiat m. Świętochłowice,Malopolskie,2016,29.56
012414876000,Powiat m. Świętochłowice,Malopolskie,2017,36.12
012414876000,Powiat m. Świętochłowice,Malopolskie,2018,31.24
012414876000,Powiat m. Świętochłowice,Malopolskie,2019,28.35
012414876000,Powiat m. Świętochłowice,Malopolskie,2020,26.91
012414876000,Powiat m. Świętochłowice,Malopolskie,2021,32.9
012414876000,Powiat m. Świętochłowice,Malopolskie,2022,34.74
012414876000,Powiat m. Świętochłowice,Malopolskie,2023,33.72
